Datetime,Open,High,Low,Close,Volume,body_mid,momentum,return_1,avg_volume,volume_spike,volatility,directional_volume,atr_14,atr_ratio,adx_14,trending_market,ranging_market,high_volatility_market,low_volatility_market,rolling_avg_momentum,compression_width,lower_wick,upper_wick,wick_ratio,bearish_sequence_strength,bullish_sequence_strength,volatility_expansion,pivot_mean,pivot_distance,symbol,swing_high,swing_low,swing_high_score,swing_low_score,anchored_support,anchored_resistance,support_anchor_1_position,support_anchor_1_price,support_anchor_2_position,support_anchor_2_price,resistance_anchor_1_position,resistance_anchor_1_price,resistance_anchor_2_position,resistance_anchor_2_price,distance_to_anchored_support,distance_to_anchored_resistance,anchored_breakout,anchored_breakdown,failed_breakdown,trend_slope_50,trend_slope_100,ma_20,ma_50,ma_100,bullish_cross_20_50,bearish_cross_20_50,bullish_cross_50_100,bearish_cross_50_100,ma_cross_distance_20_50,ma_cross_distance_50_100,rolling_higher_highs,rolling_lower_lows,directional_persistence,equilibrium_trend_distance,target_d,target_p
2026-05-15 10:30:00+05:30,779.3,780.2,778.4,780.0,475689,779.65,7.850000000000023,0.0007056257617550354,1831758.05,0.25968986460848364,0.005565807768347092,332982.30000002164,3.9035714285714027,0.0050045787545787215,44.567270917334106,1,0,1,0,2.2100000000000137,14.449999999999932,0.8999999999999773,0.20000000000004547,4.499999977498863,2.0,3.0,1.2241054858404568,774.6274999999999,0.006887820512820588,HDFCBANK.NS,0,0,0.0,0.0,743.6127819548872,776.7592465753424,67.0,772.6,200.0,754.5,123.0,798.75,269.0,778.3,0.04665027954501645,-0.004154812082894302,1,0,0,0.6406314525810314,0.05666966696669315,774.6274999999999,762.681,761.36,0,0,0,0,0.015316025641025514,0.0016935897435897773,8.0,8.0,0.2,0.0013775641025641177,0,-0.009615384615384616
2026-05-15 10:45:00+05:30,780.0,780.45,779.2,780.3,488351,780.15,11.049999999999955,0.00038461538461542766,1777761.35,0.27469997589946477,0.005427320715572376,146505.29999997778,3.785714285714261,0.004851613848153609,41.01595385268551,1,0,1,0,2.915000000000009,14.449999999999932,0.7999999999999545,0.15000000000009095,5.333333297774241,1.0,4.0,1.2009441379862629,775.1524999999999,0.006596821735230087,HDFCBANK.NS,0,0,0.0,0.0,743.4766917293233,776.6191780821918,67.0,772.6,200.0,754.5,123.0,798.75,269.0,778.3,0.04719121910890254,-0.004717188155591699,1,0,0,0.6522569027611025,0.0731575157515752,775.1524999999999,763.2769999999999,761.4630000000001,0,0,0,0,0.015219146482122246,0.0023247468922207495,9.0,8.0,0.3,0.001979046520569026,0,-0.011021402024862117
2026-05-15 11:00:00+05:30,780.3,780.3,776.2,776.6,905584,778.45,6.5,-0.004741765987440694,1771379.5,0.5112309361150448,0.0056487555567575004,-3350660.7999999383,3.8142857142856883,0.004911519075824991,35.58430609273799,1,0,1,0,3.4500000000000113,14.449999999999932,0.39999999999997726,0.0,399999999.99997723,1.0,4.0,1.255210073998907,775.5,0.0014164305949008792,HDFCBANK.NS,0,0,0.0,0.0,743.3406015037593,779.267441860465,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.04282693599824967,0.0034347693284381055,0,0,0,0.6556206482593053,0.08729342934293408,775.5,763.7720000000002,761.5295,0,0,0,0,0.015101725469997216,0.0028875869173321882,9.0,9.0,0.3,0.00042492917847026374,0,-0.0063095544681946655
2026-05-15 11:15:00+05:30,776.65,776.7,774.4,775.1,835217,775.875,-6.5,-0.0019314962657739354,1766622.8,0.4727760787418797,0.005520858599567557,-1294586.349999962,3.7571428571428425,0.004847300809112169,30.23586665348849,1,0,1,0,3.0350000000000135,14.449999999999932,0.7000000000000455,0.05000000000006821,13.999999719981815,2.0,3.0,1.2334740732999978,775.7675,-0.0008611792026835481,HDFCBANK.NS,0,0,0.0,0.0,743.2045112781955,779.3418604651163,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.041150159620441946,0.005472662192125205,0,0,0,0.650139255702278,0.10045844584458428,775.7675,764.2610000000001,761.581,0,0,0,0,0.014845181266933247,0.0034576183718230727,9.0,9.0,0.2,-0.00017223584053670964,0,-0.005031608824667755
2026-05-15 11:30:00+05:30,774.85,776.75,773.25,775.75,674053,775.3,-3.9500000000000455,0.0008386014707779665,1714896.65,0.39305750582695465,0.00551971343682076,606647.6999999847,3.8642857142856997,0.0049813544496109564,24.531334914580988,0,0,1,0,3.110000000000002,14.449999999999932,1.6000000000000227,1.0,1.5999999984000226,2.0,3.0,1.2365082807161174,776.005,-0.0003287141475990918,HDFCBANK.NS,0,1,0.0,1.1645826520601799,743.0684210526316,779.4162790697674,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.0421290092779483,0.004726109016780367,0,0,0,0.6568187274909985,0.1144629462946293,776.005,764.6569999999999,761.6305,0,0,0,0,0.014628424105704247,0.0039013857557201955,9.0,10.0,0.2,-6.574282951981836e-05,0,-0.007927811795037031
2026-05-15 11:45:00+05:30,775.75,775.85,774.0,774.4,488368,775.075,-2.1499999999999773,-0.0017402513696422872,1695217.8,0.2880856961270699,0.002386872208946058,-659296.8000000111,3.760714285714276,0.004856294273907898,19.093722373103695,0,1,1,0,2.3200000000000047,14.449999999999932,0.39999999999997726,0.10000000000002274,3.9999999599988634,3.0,2.0,0.554177148397945,776.145,-0.002253357438016535,HDFCBANK.NS,0,0,0.0,0.0,742.9323308270676,779.4906976744186,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.040634903374137846,0.006573731501057086,0,0,0,0.653767106842732,0.12651515151515055,776.145,765.0640000000001,761.6845,0,0,0,0,0.014309142561983347,0.004364023760330735,8.0,10.0,0.1,-0.00022533574380165353,0,-0.010136880165289287
2026-05-15 12:00:00+05:30,774.4,777.35,773.7,776.65,483312,775.525,-1.3500000000000227,0.002905475206611552,1452804.35,0.332675215351606,0.0025992392907456725,1087452.0,3.8178571428571297,0.004915801381390755,15.645553635358556,0,1,1,0,1.9799999999999955,14.449999999999932,0.6999999999999318,0.7000000000000455,0.9999999985712662,3.0,2.0,0.6233489011847505,776.2375,0.0005311272774094158,HDFCBANK.NS,1,0,1.2068823673870428,0.0,742.7962406015038,779.5651162790697,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.04358946681065629,0.0037534491457795753,0,0,0,0.6587082833133252,0.14044524452445092,776.2375,765.4779999999998,761.7510000000001,0,0,0,0,0.013853730766754802,0.004798815425223393,8.0,11.0,0.1,5.311272774094158e-05,0,-0.013004570913538948
2026-05-15 12:15:00+05:30,776.7,776.7,774.3,774.6,553104,775.6500000000001,-4.850000000000023,-0.0026395416210647227,1383071.7,0.3999098528297557,0.002411610763953765,-1161518.4000000125,3.6464285714285682,0.004707498801224591,17.200225017583524,0,1,1,0,1.4199999999999933,14.449999999999932,0.3000000000000682,0.0,300000000.0000682,3.0,2.0,0.5995409849223642,776.175,-0.0020333075135552953,HDFCBANK.NS,0,0,0.0,0.0,742.6601503759398,779.6395348837209,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.04123399125233698,0.006505983583424833,0,0,0,0.6576950780312165,0.15347164716471726,776.175,765.844,761.7905000000001,0,0,0,0,0.013337206300025694,0.005233023495997915,7.0,11.0,0.0,-0.0,0,-0.011812548412083627
2026-05-15 12:30:00+05:30,774.7,776.5,774.3,776.5,413770,775.6,-3.5,0.0024528789052413735,1225854.1,0.33753609014319075,0.0024749846940556107,744785.9999999811,3.575000000000005,0.004603992273019968,18.75489639980888,0,1,1,0,0.8799999999999955,14.449999999999932,0.40000000000009095,0.0,400000000.0000909,2.0,3.0,0.6271753178724961,776.1175000000001,0.0004925949774628929,HDFCBANK.NS,0,0,0.0,0.0,742.5240601503759,779.713953488372,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.04375523483531754,0.00413902574162524,0,0,0,0.6543745498199274,0.16782178217821225,776.1175000000001,766.2890000000001,761.845,0,0,0,0,0.012657437218287139,0.0057231165486156775,6.0,11.0,0.0,0.0,0,-0.03226014166130065
2026-05-15 12:45:00+05:30,776.25,777.15,775.55,776.4,587809,776.325,-3.8999999999999773,-0.00012878300064389503,1192418.25,0.4929553870883811,0.0023691988647723283,88171.34999998663,2.7071428571428635,0.003486788842275713,18.251562802943145,0,1,0,1,-0.08000000000000682,14.449999999999932,0.7000000000000455,0.75,0.9333333320889495,2.0,3.0,0.598171450766177,776.1474999999999,0.00032521895929940055,HDFCBANK.NS,0,0,0.0,0.0,742.3879699248121,779.7883720930232,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.043807354553307455,0.004364209290344198,0,0,0,0.6622737094837942,0.1822592259225935,776.1474999999999,766.6209999999999,761.895,0,0,0,0,0.012270092735703318,0.006087068521380584,6.0,11.0,0.0,0.0,0,-0.03213549716640898
2026-05-15 13:00:00+05:30,776.45,776.65,775.1,775.95,495598,776.2,-0.6499999999999773,-0.0005795981452858534,1162063.0,0.42648118045235067,0.0023378451216584145,-247799.0,2.5892857142857144,0.003336923402649287,17.911895327191292,0,1,0,1,-0.9300000000000068,14.449999999999932,0.8500000000000227,0.1999999999999318,4.249999978751563,2.0,3.0,0.5883166683858201,776.14,-0.0002448611379598439,HDFCBANK.NS,0,0,0.0,0.0,742.2518796992481,779.8627906976743,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.043428210968170566,0.00504258096227111,0,0,0,0.6580912364945986,0.1962784278427833,776.14,767.0210000000001,761.942,0,0,0,0,0.011752045879244687,0.006545524840518157,6.0,11.0,-0.1,2.448611379598439e-05,0,-0.031574199368516014
2026-05-15 13:15:00+05:30,775.95,777.2,775.0,776.9,404471,776.425,1.7999999999999545,0.0012243056897995874,1098305.05,0.36826836041589717,0.0023883993319188395,384247.4499999724,2.467857142857148,0.0031765441406321894,16.684111744423596,0,1,0,1,-1.8550000000000069,14.449999999999932,0.9500000000000455,0.3000000000000682,3.1666666561105425,2.0,3.0,0.5989372509775543,776.2974999999999,0.0007755180846956846,HDFCBANK.NS,1,0,0.0,0.0,742.1157894736842,779.9372093023255,67.0,772.6,200.0,754.5,183.0,771.9,269.0,778.3,0.044773086016624726,0.003909395420679045,0,0,0,0.6517743097238925,0.21026012601260283,776.2974999999999,767.46,762.0075,0,0,0,0,0.011375337881323033,0.007018277770626833,7.0,11.0,0.0,0.0,0,-0.03275839876431964
