Datetime,Open,High,Low,Close,Volume,body_mid
2026-04-16 11:00:00+05:30,169.67,171.55,169.67,170.74,146273,170.20
2026-04-16 11:30:00+05:30,170.74,170.95,168.65,168.65,54826,169.70
2026-04-16 12:00:00+05:30,168.66,169.24,168.40,169.13,33868,168.90
2026-04-16 12:30:00+05:30,169.12,169.90,168.99,169.37,20218,169.24
2026-04-16 13:00:00+05:30,169.50,169.92,169.25,169.67,16759,169.58
2026-04-16 13:30:00+05:30,169.85,171.00,169.72,170.94,64119,170.40
2026-04-16 14:00:00+05:30,171.00,171.44,170.41,171.00,85880,171.00
2026-04-16 14:30:00+05:30,170.87,171.98,170.55,170.88,199592,170.88
2026-04-16 15:00:00+05:30,170.88,171.55,170.35,171.51,171450,171.20
2026-04-17 09:00:00+05:30,171.05,174.99,171.05,173.50,183203,172.28
2026-04-17 09:30:00+05:30,173.50,175.89,173.05,174.35,433315,173.92
2026-04-17 10:00:00+05:30,174.50,174.54,172.90,173.00,119474,173.75
2026-04-17 10:30:00+05:30,173.00,173.00,172.22,172.60,86302,172.80
2026-04-17 11:00:00+05:30,172.43,172.60,171.80,172.30,54950,172.36
2026-04-17 11:30:00+05:30,172.30,172.83,172.30,172.50,20337,172.40
2026-04-17 12:00:00+05:30,172.38,172.75,172.00,172.66,38303,172.52
2026-04-17 12:30:00+05:30,172.66,172.94,172.45,172.70,20964,172.68
2026-04-17 13:00:00+05:30,172.70,173.44,172.66,173.43,31365,173.06
2026-04-17 13:30:00+05:30,173.41,173.68,173.05,173.14,31794,173.27
2026-04-17 14:00:00+05:30,173.14,173.29,172.86,172.97,20079,173.06
2026-04-17 14:30:00+05:30,172.98,174.19,172.77,174.11,134939,173.54
2026-04-17 15:00:00+05:30,174.10,174.70,173.53,174.00,192677,174.05
2026-04-20 09:00:00+05:30,173.60,173.60,171.25,172.21,39732,172.90
2026-04-20 09:30:00+05:30,172.18,172.43,171.01,171.81,61488,172.00
2026-04-20 10:00:00+05:30,171.78,172.10,171.58,172.00,7306,171.89
2026-04-20 15:00:00+05:30,174.07,174.07,171.10,171.52,409587,172.80
2026-04-21 09:00:00+05:30,172.00,174.29,171.81,173.12,70904,172.56
2026-04-21 09:30:00+05:30,173.20,174.91,173.20,173.85,150355,173.52
2026-04-21 10:00:00+05:30,173.79,174.10,173.50,173.61,35873,173.70
2026-04-21 10:30:00+05:30,173.60,173.90,173.40,173.55,30528,173.58
2026-04-21 11:00:00+05:30,173.59,173.65,173.10,173.23,15052,173.41
2026-04-21 11:30:00+05:30,173.23,173.44,173.05,173.11,30349,173.17
2026-04-21 12:00:00+05:30,173.05,174.14,171.54,173.91,27524,173.48
2026-04-21 12:30:00+05:30,174.06,174.06,173.30,173.35,10784,173.70
2026-04-21 13:00:00+05:30,173.35,173.35,173.06,173.20,17210,173.27
2026-04-21 13:30:00+05:30,173.09,173.58,172.66,172.66,23441,172.88
2026-04-21 14:00:00+05:30,172.79,174.08,172.67,174.00,60833,173.40
2026-04-21 14:30:00+05:30,173.99,174.85,173.99,174.78,88152,174.38
2026-04-21 15:00:00+05:30,174.84,175.41,174.26,174.60,212940,174.72
2026-04-22 09:00:00+05:30,174.00,174.90,173.80,174.17,29746,174.08
2026-04-22 09:30:00+05:30,174.25,175.72,174.08,174.75,129170,174.50
2026-04-22 10:00:00+05:30,174.71,174.91,174.27,174.80,47180,174.76
2026-04-22 10:30:00+05:30,174.65,175.50,174.45,174.83,53377,174.74
2026-04-22 11:00:00+05:30,175.00,175.06,174.61,174.62,15818,174.81
2026-04-22 11:30:00+05:30,174.73,175.09,174.63,174.78,8738,174.76
2026-04-22 12:00:00+05:30,174.96,175.20,174.76,175.02,28194,174.99
2026-04-22 12:30:00+05:30,175.10,176.14,175.00,175.72,125472,175.41
2026-04-22 13:00:00+05:30,175.62,175.72,174.85,175.38,35318,175.50
2026-04-22 13:30:00+05:30,175.38,175.85,175.28,175.84,37982,175.61
2026-04-22 14:00:00+05:30,175.84,175.94,175.05,175.29,30749,175.56
2026-04-22 14:30:00+05:30,175.40,175.70,175.21,175.68,21169,175.54
2026-04-22 15:00:00+05:30,175.62,175.62,175.00,175.27,113015,175.44
2026-04-23 09:00:00+05:30,175.15,175.93,174.51,175.40,45646,175.28
2026-04-23 09:30:00+05:30,175.27,176.45,175.27,175.64,81977,175.46
2026-04-23 10:00:00+05:30,175.63,175.80,174.75,174.88,40092,175.26
2026-04-23 10:30:00+05:30,174.98,175.04,174.10,174.36,31726,174.67
2026-04-23 11:00:00+05:30,174.36,174.94,174.31,174.77,33181,174.56
2026-04-23 11:30:00+05:30,174.79,174.88,174.45,174.85,26067,174.82
2026-04-23 12:00:00+05:30,174.82,176.00,174.82,175.41,38326,175.12
2026-04-23 12:30:00+05:30,175.50,175.50,175.08,175.39,25415,175.44
2026-04-23 13:00:00+05:30,175.50,176.60,175.47,176.20,67018,175.85
2026-04-23 13:30:00+05:30,176.11,176.20,175.60,175.60,12214,175.86
2026-04-23 14:00:00+05:30,175.60,175.61,174.57,174.58,32978,175.09
2026-04-23 14:30:00+05:30,174.50,174.56,174.01,174.36,26709,174.43
2026-04-23 15:00:00+05:30,174.40,174.80,173.80,174.30,74429,174.35
2026-04-24 09:00:00+05:30,174.60,175.30,172.80,173.33,50194,173.96
2026-04-24 09:30:00+05:30,173.15,173.73,171.02,171.50,79309,172.32
2026-04-24 10:00:00+05:30,171.50,173.39,171.50,172.10,46152,171.80
2026-04-24 10:30:00+05:30,172.10,172.45,171.40,171.40,18674,171.75
2026-04-24 11:00:00+05:30,171.40,171.67,171.13,171.45,15100,171.42
2026-04-24 11:30:00+05:30,171.48,171.83,171.00,171.00,15729,171.24
2026-04-24 12:00:00+05:30,171.00,172.21,170.90,171.63,23769,171.32
2026-04-24 12:30:00+05:30,171.50,172.04,171.45,172.04,12284,171.77
2026-04-24 13:00:00+05:30,171.85,171.99,171.01,171.35,9782,171.60
2026-04-24 13:30:00+05:30,171.36,171.99,170.46,171.18,37758,171.27
2026-04-24 14:00:00+05:30,171.09,171.35,171.00,171.19,6583,171.14
2026-04-24 14:30:00+05:30,171.32,171.94,171.32,171.80,13557,171.56
2026-04-24 15:00:00+05:30,171.80,172.99,171.41,172.22,80775,172.01
2026-04-27 09:00:00+05:30,172.65,174.30,172.65,173.44,32656,173.04
2026-04-27 09:30:00+05:30,173.54,174.82,173.14,174.39,60120,173.96
2026-04-27 10:00:00+05:30,174.39,174.78,174.10,174.65,31115,174.52
2026-04-27 10:30:00+05:30,174.65,175.40,174.61,174.71,47056,174.68
2026-04-27 11:00:00+05:30,174.57,174.94,174.19,174.19,20512,174.38
2026-04-27 11:30:00+05:30,174.10,174.22,173.80,174.00,24108,174.05
2026-04-27 12:00:00+05:30,174.13,174.27,173.88,174.20,5189,174.16
2026-04-27 12:30:00+05:30,174.19,174.28,173.72,173.88,14219,174.04
2026-04-27 13:00:00+05:30,173.89,174.50,173.89,174.39,11945,174.14
2026-04-27 13:30:00+05:30,174.55,175.50,174.33,174.95,35370,174.75
2026-04-27 14:00:00+05:30,174.91,174.91,174.28,174.79,37087,174.85
2026-04-27 14:30:00+05:30,174.79,175.20,174.42,175.20,34425,175.00
2026-04-27 15:00:00+05:30,175.16,175.30,174.60,175.29,62800,175.22
2026-04-28 09:00:00+05:30,175.73,176.70,175.02,175.86,86905,175.80
2026-04-28 09:30:00+05:30,175.70,175.97,174.80,175.25,50391,175.48
2026-04-28 10:00:00+05:30,175.26,175.72,174.86,175.55,34124,175.40
2026-04-28 10:30:00+05:30,175.56,175.56,174.81,175.23,23326,175.40
2026-04-28 11:00:00+05:30,175.27,175.50,174.60,174.65,26504,174.96
2026-04-28 11:30:00+05:30,174.25,174.58,174.21,174.40,10023,174.32
2026-04-28 12:00:00+05:30,174.30,174.99,174.01,174.33,25214,174.32
2026-04-28 12:30:00+05:30,174.34,174.48,174.25,174.40,28773,174.37
